N1, 0
N2, 0
N3, 2
N4, 0
N5, 0
N6, 0
N7, 0
N8, 0
N9, 0
N10, 0
N11, 2
V1, 1
V2, 0
V3, 0
V4, 0
V5, 0
V6, 0
V7, 0
V8, 2
V9, 0
V10, 0
V11, 0
V12, 0
V13, 0
V14, 0
V151, 0
V152, 0
V153, 0
V16, 0
V17, 0
Q1, 2
Q2, 2
Q3, 0
Q4, 2
Q5, 0
Q6, 2
Q7, 0
Q8, 0
Q9, 0
Q10, 0
Q11, 0
S1, 2
S2, 0
S3, 0
S4, 0
S5, 0
S6, 0
S7, 0
S8, 0
S9, 0
S10, 0
S11, 0
S12, 0
S13, 0
S14, 0
S15, 0
S16, 0
S17, 0
S18, 0
S19, 0
S20, 0
